algo_name,E1,E2
pid,3.959293019938052,1.3922861152378996
pid_deadzone,3.55159329209687,1.201847483200824
event_pid,3.7184673881099153,1.237559951983958
lif_snn,4.339411411999567,2.730341179429617
trinc,3.049160513922006,0.9917611309359838
