algo_name,overshoot,settling_time,steady_state_error,E1,E2,N_events,N_du
pid,7.856041372970643,19.900000000000002,-4.701362570223208,0.025400000000000023,0.006451600000000012,1,1
pid_deadzone,7.856041461932484,19.900000000000002,-4.701362573093541,0.025300000000000024,0.0064009000000000114,1,1
event_pid,7.856041461932484,19.900000000000002,-4.701362573093541,0.025300000000000024,0.0064009000000000114,1,1
lif_snn,7.85606396927781,19.900000000000002,-4.701363299287893,0.0,0.0,0,0
trinc,7.855978756877255,19.900000000000002,-4.7013605499292614,0.0912912,0.027908815334399997,175,3
