algo_name,E1,E2
pid,1.8470564278846127,0.30070613885941583
pid_deadzone,1.5454153667365307,0.23056194884536074
event_pid,1.6363268239403377,0.2499045073727158
lif_snn,2.562034984783594,1.0524546014101197
trinc,1.2451467746884344,0.1438476644980564
