algo_name,overshoot,settling_time,steady_state_error,E1,E2,N_events,N_du
pid,0.05144292349164625,0.4,0.007268971023382933,1.8470564278846127,0.30070613885941583,87,87
pid_deadzone,0.059998739295605175,0.4,-0.015133483048253873,1.5454153667365307,0.23056194884536074,74,74
event_pid,0.05783406965028037,0.4,-0.007090859378446234,1.6363268239403377,0.2499045073727158,77,77
lif_snn,0.06757927003629827,0.4,0.03652416133109861,2.562034984783594,1.0524546014101197,66,66
trinc,0.09850907579446,0.4,-0.023410348285185248,1.2451467746884344,0.1438476644980564,18,56
