algo_name,E1,E2
pid,9.526583448024873,5.950526111429017
pid_deadzone,9.185219090240015,5.6625478391116735
event_pid,8.964522324769609,5.568246676446719
lif_snn,10.167096047226437,7.264124466287294
trinc,5.845937572226086,2.2220568358810304
