time,temperature,T_ref,control,error,gP,gH,gS
9.3,7.935207127086296,0.55,0.0,-7.3852071270862965,-1.0,-1.0,-1.0
9.4,7.967405326683197,0.55,0.0,-7.417405326683197,0.0,0.0,0.0
9.5,7.9819570393252,0.55,0.0,-7.431957039325201,0.0,0.0,0.0
9.600000000000001,7.9982012761825025,0.55,0.0,-7.448201276182503,-1.0,-1.0,0.0
9.700000000000001,8.014897400860415,0.55,0.0,-7.464897400860415,0.0,0.0,0.0
9.8,8.034033773776706,0.55,0.0,-7.484033773776706,0.0,0.0,0.0
9.9,8.066207065316151,0.55,0.0,-7.516207065316151,-1.0,-1.0,-1.0
10.0,8.083758714090674,0.55,0.0,-7.533758714090674,0.0,0.0,0.0
10.100000000000001,8.10572752386671,0.55,0.0,-7.55572752386671,0.0,0.0,0.0
10.200000000000001,8.14339881066519,0.55,0.0,-7.59339881066519,-1.0,-1.0,-1.0
10.3,8.162677924438233,0.55,0.0,-7.612677924438233,0.0,0.0,0.0
10.4,8.191954580132734,0.55,0.0,-7.641954580132734,0.0,0.0,0.0
10.5,8.20309206399555,0.55,0.0,-7.65309206399555,-1.0,-1.0,0.0
10.600000000000001,8.220968167582186,0.55,0.0,-7.670968167582186,0.0,0.0,0.0
10.700000000000001,8.230526598338786,0.55,0.0,-7.680526598338786,0.0,0.0,0.0
10.8,8.245728748716617,0.55,0.0,-7.6957287487166175,-1.0,-1.0,0.0
10.9,8.271982893605275,0.55,0.0,-7.721982893605275,0.0,0.0,0.0
11.0,8.271280323131972,0.55,0.0,-7.721280323131972,0.0,0.0,0.0
11.100000000000001,8.292229458092365,0.55,0.0,-7.742229458092365,-1.0,-1.0,0.0
11.200000000000001,8.31019001127239,0.55,0.0,-7.76019001127239,0.0,0.0,0.0
11.3,8.31895576235725,0.55,0.0,-7.76895576235725,0.0,0.0,0.0
11.4,8.3187749237301,0.55,0.0,-7.7687749237301,-1.0,-1.0,0.0
11.5,8.333784778327892,0.55,0.0,-7.783784778327893,0.0,0.0,0.0
11.600000000000001,8.342046371511014,0.55,0.0,-7.792046371511014,0.0,0.0,0.0
11.700000000000001,8.357526731244239,0.55,0.0,-7.807526731244239,-1.0,-1.0,0.0
11.8,8.370143864266025,0.55,0.0,-7.820143864266025,0.0,0.0,0.0
11.9,8.397944919907163,0.55,0.0,-7.847944919907163,0.0,0.0,0.0
12.0,8.405978756877255,0.55,0.0,-7.855978756877255,-1.0,-1.0,0.0
12.100000000000001,8.23577936034336,0.55,0.0,-7.68577936034336,0.0,0.0,0.0
12.200000000000001,8.085908417603836,0.55,0.0,-7.535908417603836,0.0,0.0,0.0
12.3,7.943753977482493,0.55,0.0,-7.393753977482493,-1.0,-1.0,1.0
12.4,7.819924400128334,0.55,0.0,-7.2699244001283345,0.0,0.0,0.0
12.5,7.696893299232313,0.55,0.0,-7.146893299232313,0.0,0.0,0.0
12.600000000000001,7.57508009406365,0.55,0.0,-7.02508009406365,-1.0,-1.0,1.0
12.700000000000001,7.470272107335177,0.55,0.0,-6.920272107335177,0.0,0.0,0.0
12.8,7.344055006980948,0.55,0.0,-6.794055006980948,0.0,0.0,0.0
12.9,7.229483702464577,0.55,0.0,-6.6794837024645775,-1.0,-1.0,1.0
13.0,7.117631862318616,0.55,0.0,-6.567631862318616,0.0,0.0,0.0
13.100000000000001,7.0166027621697244,0.55,0.0,-6.466602762169725,0.0,0.0,0.0
13.200000000000001,6.910632145933264,0.55,0.0,-6.360632145933264,-1.0,-1.0,1.0
13.3,6.829948148580377,0.55,0.0,-6.279948148580377,0.0,0.0,0.0
13.4,6.744625419772842,0.55,0.0,-6.1946254197728425,0.0,0.0,0.0
