algo_name,E1,E2
pid,10.07958759186995,5.551347490036196
pid_deadzone,9.593437598450961,5.100294563311674
event_pid,9.887364961434763,5.346365730917392
lif_snn,10.402715053713377,7.196622283281852
trinc,6.590366034268105,2.626182838242276
