iteration,variant,tau_p,tau_s,theta_h,alpha_h,w_h,rho,a_p,a_h,a_s,refractory_steps,base_cooling,overshoot,settling_time,steady_state_error,E1,E2,N_events,N_du
1.0,0,0.033,0.036,0.055,0.035,0.24,0.88,0.32,0.125,0.27,9.0,0.316,0.3478263028992574,1.4000000000000001,-0.1793361372027855,6.095900454128401,2.288069916097406,34,178
2.0,1,0.021,0.024999999999999998,0.055,0.035,0.24,0.8,0.4,0.125,0.33,6.0,0.256,0.31892402242617046,1.4000000000000001,-0.17000636012746628,6.638948535279109,2.867273077640553,52,192
3.0,2,0.023,0.026999999999999996,0.049,0.035,0.24,0.78,0.38,0.125,0.31,9.0,0.276,0.5012473739560952,1.4000000000000001,-0.31496676310387384,4.3050561023989165,1.377896145016436,39,174
4.0,3,0.018000000000000002,0.023,0.055,0.032,0.24,0.76,0.42000000000000004,0.125,0.35000000000000003,5.0,0.236,0.3285393104466031,1.4000000000000001,-0.16747635781480621,6.601206541689715,2.857763757697249,57,195
5.0,4,0.026000000000000002,0.03,0.051000000000000004,0.035,0.24,0.83,0.37,0.14,0.32,7.0,0.28600000000000003,0.34972357356029404,1.4000000000000001,-0.17228420185924676,6.223863458110462,2.4656013065472417,42,188
6.0,5,0.031,0.033999999999999996,0.055,0.035,0.24,0.86,0.34,0.125,0.29000000000000004,9.0,0.331,0.39035453323098446,1.4000000000000001,-0.21097215695534424,5.771567830847408,2.1331745662859904,37,179
7.0,6,0.022000000000000002,0.025999999999999995,0.048,0.035,0.255,0.79,0.39,0.125,0.33,9.0,0.266,0.4545172584499413,1.4000000000000001,-0.2973573368675158,4.85383209637691,1.808572955433276,43,172
8.0,7,0.020000000000000004,0.023999999999999997,0.055,0.031000000000000003,0.25,0.74,0.41000000000000003,0.125,0.34,9.0,0.246,0.5023192551676663,1.4000000000000001,-0.34368021801539317,4.154489591596153,1.533362873707059,44,157
9.0,8,0.013000000000000001,0.018,0.043,0.035,0.24,0.7,0.46,0.125,0.39,4.0,0.136,0.2513772793996948,1.4000000000000001,-0.11217347392519476,7.377211214485664,3.844728229162671,70,192
10.0,9,0.021,0.024999999999999998,0.055,0.030000000000000002,0.26,0.77,0.4,0.125,0.33,9.0,0.226,0.4755645427814792,1.4000000000000001,-0.3179790702113439,4.530352969115952,1.6705196208002449,43,172
