time,temperature,T_ref,control,error,gP,gH,gS
0.0,0.5,0.57,0.0,-0.06999999999999995,-1.0,0.0,-1.0
0.1,0.5045288634896203,0.57,0.0,-0.06547113651037961,0.0,0.0,0.0
0.2,0.5067161653043348,0.57,0.0,-0.06328383469566512,0.0,0.0,0.0
0.30000000000000004,0.5157902138010032,0.57,0.0,-0.054209786198996746,0.0,0.0,0.0
0.4,0.5260759200487586,0.57,0.0,-0.04392407995124137,0.0,0.0,0.0
0.5,0.5275657891057027,0.57,0.0,-0.04243421089429722,0.0,0.0,0.0
0.6000000000000001,0.5305489610992522,0.57,0.0,-0.03945103890074775,0.0,0.0,0.0
0.7000000000000001,0.536592838051328,0.57,0.0,-0.03340716194867199,0.0,0.0,0.0
0.8,0.5393875859155642,0.57,0.0,-0.030612414084435713,0.0,0.0,0.0
0.9,0.5410309394607788,0.57,0.0,-0.028969060539221103,0.0,0.0,0.0
1.0,0.5381720002358111,0.57,0.0,-0.03182799976418882,0.0,-1.0,0.0
1.1,0.5390277020853645,0.57,0.0,-0.030972297914635405,0.0,0.0,0.0
1.2000000000000002,0.538452988988334,0.57,0.0,-0.031547011011665904,0.0,0.0,0.0
1.3,0.535390418928746,0.57,0.0,-0.034609581071254,0.0,0.0,0.0
1.4000000000000001,0.536041446039135,0.57,0.0,-0.033958553960865,0.0,0.0,0.0
1.5,0.5357653903451602,0.57,0.0,-0.03423460965483971,0.0,0.0,0.0
1.6,0.5331445093749521,0.57,0.0,-0.03685549062504789,0.0,0.0,0.0
1.7000000000000002,0.5362489971806986,0.57,0.0,-0.03375100281930132,0.0,0.0,0.0
1.8,0.5371325943366194,0.57,0.0,-0.03286740566338053,0.0,0.0,0.0
1.9000000000000001,0.5451072134012525,0.57,0.0,-0.024892786598747496,0.0,0.0,0.0
2.0,0.550991640824459,0.57,0.0,-0.019008359175541,0.0,0.0,0.0
2.1,0.5565648743155184,0.57,0.0,-0.013435125684481575,0.0,0.0,0.0
2.2,0.5599974941218073,0.57,0.0,-0.010002505878192625,0.0,0.0,0.0
2.3000000000000003,0.5678892519772836,0.57,0.0,-0.00211074802271638,0.0,0.0,0.0
2.4000000000000004,0.5696427950541115,0.57,0.0,-0.000357204945888423,0.0,0.0,0.0
2.5,0.5685760046438114,0.57,0.0,-0.0014239953561885343,0.0,0.0,0.0
2.6,0.5658764078689579,0.57,0.0,-0.004123592131042075,0.0,0.0,0.0
2.7,0.5643396834464475,0.57,0.0,-0.00566031655355248,0.0,0.0,0.0
2.8000000000000003,0.5612934468382151,0.57,0.0,-0.008706553161784814,0.0,0.0,0.0
2.9000000000000004,0.5581570402467255,0.57,0.0,-0.011842959753274429,0.0,0.0,0.0
3.0,0.5556084655213818,0.57,0.0,-0.014391534478618184,0.0,0.0,0.0
3.1,0.5594005298023075,0.57,0.0,-0.010599470197692473,0.0,0.0,0.0
3.2,0.5569855818182642,0.57,0.0,-0.013014418181735765,0.0,0.0,0.0
3.3000000000000003,0.5562843462609682,0.57,0.0,-0.013715653739031719,0.0,0.0,0.0
3.4000000000000004,0.5566261375296585,0.57,0.0,-0.013373862470341447,0.0,0.0,0.0
3.5,0.5628626326380516,0.57,0.0,-0.007137367361948366,0.0,0.0,0.0
3.6,0.5714178126579698,0.57,0.0,0.001417812657969808,0.0,0.0,0.0
3.7,0.5762075947111328,0.57,0.0,0.006207594711132858,0.0,0.0,0.0
3.8000000000000003,0.5782045469416803,0.57,0.0,0.00820454694168038,0.0,0.0,0.0
3.9000000000000004,0.5790672686898897,0.57,0.0,0.009067268689889718,0.0,0.0,0.0
4.0,0.5826910202683836,0.57,0.0,0.012691020268383646,0.0,0.0,0.0
4.1000000000000005,0.5845026063852388,0.57,0.0,0.014502606385238814,0.0,0.0,0.0
4.2,0.5837121235340882,0.57,0.0,0.013712123534088239,0.0,0.0,0.0
4.3,0.5777120843156216,0.57,0.0,0.007712084315621648,0.0,0.0,0.0
4.4,0.5736138197973004,0.57,0.0,0.003613819797300466,0.0,0.0,0.0
4.5,0.5689884011188645,0.57,0.0,-0.0010115988811354448,0.0,0.0,0.0
4.6000000000000005,0.5652751774715096,0.57,0.0,-0.00472482252849038,0.0,0.0,0.0
4.7,0.5647851341786748,0.57,0.0,-0.005214865821325132,0.0,0.0,0.0
4.800000000000001,0.563997607635838,0.57,0.0,-0.006002392364162001,0.0,0.0,0.0
4.9,0.5665278604204333,0.57,0.0,-0.003472139579566602,0.0,0.0,0.0
5.0,0.5690141250016418,0.57,0.0,-0.000985874998358116,0.0,0.0,0.0
5.1000000000000005,0.5736658707600918,0.57,0.0,0.0036658707600918383,0.0,0.0,0.0
5.2,0.5802011184388951,0.57,0.0,0.010201118438895151,0.0,0.0,0.0
5.300000000000001,0.5805329085277338,0.57,0.0,0.010532908527733809,0.0,0.0,0.0
5.4,0.5838803684960463,0.57,0.0,0.013880368496046347,0.0,0.0,0.0
5.5,0.5855286028448133,0.57,0.0,0.015528602844813388,0.0,0.0,0.0
5.6000000000000005,0.5849688195298743,0.57,0.0,0.014968819529874389,0.0,0.0,0.0
5.7,0.5836141267985844,0.57,0.0,0.013614126798584425,0.0,0.0,0.0
5.800000000000001,0.5857223367369819,0.57,0.0,0.01572233673698198,0.0,0.0,0.0
5.9,0.5790232940385203,0.57,0.0,0.009023294038520313,0.0,0.0,0.0
6.0,0.5770694321619874,0.57,0.0,0.00706943216198741,0.0,0.0,0.0
6.1000000000000005,0.5988768145375536,0.57,0.0,0.02887681453755364,0.0,0.0,0.0
6.2,0.6240451948868642,0.57,0.32,0.05404519488686421,1.0,0.0,0.0
6.300000000000001,0.6318349758923241,0.57,0.2816,0.06183497589232412,0.0,0.0,0.0
6.4,0.6443847174570115,0.57,0.24780800000000003,0.07438471745701158,0.0,0.0,0.0
6.5,0.6605884971550744,0.57,0.21807104000000002,0.09058849715507444,0.0,0.0,0.0
6.6000000000000005,0.6799021347034048,0.57,0.1919025152,0.10990213470340482,0.0,0.0,0.0
6.7,0.6980012396726367,0.57,0.168874213376,0.12800123967263677,0.0,0.0,0.0
6.800000000000001,0.7173083487111458,0.57,0.14860930777088,0.14730834871114584,0.0,0.0,0.0
6.9,0.7412014216203885,0.57,0.13077619083837438,0.17120142162038854,0.0,0.0,0.0
7.0,0.7614444503084344,0.57,0.11508304793776945,0.1914444503084345,0.0,0.0,0.0
7.1000000000000005,0.7772816414183092,0.57,0.10127308218523712,0.2072816414183093,0.0,0.0,0.0
7.2,0.791959748160211,0.57,0.5341203123230087,0.22195974816021102,1.0,1.0,0.0
7.300000000000001,0.7793178325907413,0.57,0.4700258748442477,0.20931783259074133,0.0,0.0,0.0
7.4,0.7733799995699192,0.57,0.41362276986293794,0.20337999956991926,0.0,0.0,0.0
7.5,0.7683464105825466,0.57,0.3639880374793854,0.19834641058254665,0.0,0.0,0.0
7.6000000000000005,0.7670234850800016,0.57,0.32030947298185913,0.19702348508000167,0.0,0.0,0.0
7.7,0.7645875375499345,0.57,0.281872336224036,0.19458753754993452,0.0,0.0,0.0
7.800000000000001,0.7666578934687465,0.57,0.2480476558771517,0.19665789346874651,0.0,0.0,0.0
7.9,0.7730918717551216,0.57,0.21828193717189348,0.20309187175512167,0.0,0.0,0.0
8.0,0.7797713966384513,0.57,0.19208810471126628,0.20977139663845135,0.0,0.0,0.0
8.1,0.7918699256831816,0.57,0.16903753214591433,0.22186992568318165,0.0,0.0,0.0
8.200000000000001,0.8032847437571792,0.57,0.5937530282884046,0.23328474375717922,1.0,1.0,0.0
8.3,0.7918052446076994,0.57,0.522502664893796,0.22180524460769946,0.0,0.0,0.0
8.4,0.7860833243252533,0.57,0.4598023451065405,0.21608332432525335,0.0,0.0,0.0
