algo_name,E1,E2
pid,9.806622603729576,6.453670234796935
pid_deadzone,9.312307196371306,5.865880958155152
event_pid,9.536421813683408,6.136888930952311
lif_snn,10.425498826128365,7.462035106884503
trinc,4.9366691816427055,1.8214260969380018
