time,pid,pid_deadzone,event_pid,lif_snn,trinc
0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.0,0.0,0.0,0.0,0.0
0.2,0.0,0.0,0.0,0.0,0.0
0.30000000000000004,0.0,0.0,0.0,0.0,0.0
0.4,0.0,0.0,0.0,0.0,0.0
0.5,0.0,0.0,0.0,0.0,0.0
0.6000000000000001,0.0,0.0,0.0,0.0,0.0
0.7000000000000001,0.0,0.0,0.0,0.0,0.0
0.8,0.0,0.0,0.0,0.0,0.0
0.9,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.1,0.0,0.0,0.0,0.0,0.0
1.2000000000000002,0.0,0.0,0.0,0.0,0.0
1.3,0.0,0.0,0.0,0.0,0.0
1.4000000000000001,0.0,0.0,0.0,0.0,0.0
1.5,0.0,0.0,0.0,0.0,0.0
1.6,0.0,0.0,0.0,0.0,0.0
1.7000000000000002,0.0,0.0,0.0,0.0,0.0
1.8,0.0,0.0,0.0,0.0,0.0
1.9000000000000001,0.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0
2.1,0.0,0.0,0.0,0.0,0.0
2.2,0.0,0.0,0.0,0.0,0.0
2.3000000000000003,0.0,0.0,0.0,0.0,0.0
2.4000000000000004,0.0,0.0,0.0,0.0,0.0
2.5,0.0,0.0,0.0,0.0,0.0
2.6,0.0,0.0,0.0,0.0,0.0
2.7,0.0,0.0,0.0,0.0,0.0
2.8000000000000003,0.0,0.0,0.0,0.0,0.0
2.9000000000000004,0.0,0.0,0.0,0.0,0.0
3.0,0.0,0.0,0.0,0.0,0.0
3.1,0.0,0.0,0.0,0.0,0.0
3.2,0.0,0.0,0.0,0.0,0.0
3.3000000000000003,0.0,0.0,0.0,0.0,0.0
3.4000000000000004,0.0,0.0,0.0,0.0,0.0
3.5,0.0,0.0,0.0,0.0,0.0
3.6,0.0,0.0,0.0,0.0,0.0
3.7,0.0,0.0,0.0,0.0,0.0
3.8000000000000003,0.0,0.0,0.0,0.0,0.0
3.9000000000000004,0.0,0.0,0.0,0.0,0.0
4.0,0.0,0.0,0.0,0.0,0.0
4.1000000000000005,0.0,0.0,0.0,0.0,0.0
4.2,0.0,0.0,0.0,0.0,0.0
4.3,0.0,0.0,0.0,0.0,0.0
4.4,0.0,0.0,0.0,0.0,0.0
4.5,0.0,0.0,0.0,0.0,0.0
4.6000000000000005,0.0,0.0,0.0,0.0,0.0
4.7,0.0,0.0,0.0,0.0,0.0
4.800000000000001,0.0,0.0,0.0,0.0,0.0
4.9,0.0,0.0,0.0,0.0,0.0
5.0,0.0,0.0,0.0,0.0,0.0
5.1000000000000005,0.0,0.0,0.0,0.0,0.0
5.2,0.005662545383007277,0.0,0.0,0.0,0.0
5.300000000000001,0.06294415426143228,0.0,0.0,0.0,0.0
5.4,0.1328085652997575,0.0,0.0,0.0,0.0
5.5,0.17796043011407253,0.006980858346196141,0.0,0.2,0.0
5.6000000000000005,0.21551949236908752,0.07666398618464046,0.054450422003988815,0.39,0.0
5.7,0.253187181618804,0.13121372179980306,0.11468495575448479,0.5705,0.0
5.800000000000001,0.3081879160169098,0.2011646161645396,0.18665495378118185,0.741975,0.0
5.9,0.30339198708359283,0.2084159535173417,0.19595243737691642,0.70487625,0.0
6.0,0.3494134459009701,0.26418872547540867,0.25335291370891255,0.8696324375,0.465
6.1000000000000005,0.32860447509457413,0.2514578526141044,0.24197160657156147,0.8261508156249999,0.39990000000000003
6.2,0.3570482100708014,0.28647535417402614,0.2781017727428343,0.7848432748437499,0.343914
6.300000000000001,0.3733438741301567,0.3081385256668312,0.30068512130158076,0.7456011111015624,0.29576604
6.4,0.3914186290504058,0.33058507540128657,0.3238941143418107,0.5083210555464841,0.2543587944
6.5,0.40515659282210037,0.34789616448069904,0.34183855447705014,0.4829050027691599,0.218748563184
6.6000000000000005,0.4173494858930388,0.3630182328062614,0.35748826629225383,0.25875975263070183,0.18812376433824
6.7,0.40958039039171756,0.35773322973753907,0.35264432410055446,0.24582176499916672,0.16178643733088638
6.800000000000001,0.4112643063267124,0.36152173102604757,0.3568029406580984,0.23353067674920838,0.13913633610456227
6.9,0.4324851306143897,0.38446045951017116,0.38005362511605745,0.22185414291174796,0.11965724904992356
7.0,0.4231805213565062,0.3766564261280427,0.3725138440815216,0.21076143576616055,0.5679052341829343
7.1000000000000005,0.4095328949821544,0.36436988379752266,0.3604524007787623,0.2002233639778525,0.48839850139732344
7.2,0.40816234949911423,0.364213816229247,0.36048927151701216,0.19021219577895987,0.42002271120169815
7.300000000000001,0.4081378032137416,0.36527216582662875,0.3617141178067248,0.3807015859900119,0.3612195316334604
7.4,0.42838992342995474,0.3864145329750158,0.38300121799987585,0.5616665066905113,0.3106487972047759
7.5,0.4281870801491224,0.3870015182779734,0.3837149994773685,0.7335831813559857,0.26715796559610727
7.6000000000000005,0.44118833866246987,0.40066802533846835,0.3974934967186616,0.6969040222881864,0.22975585041265226
7.7,0.42975879592350846,0.38988987424979066,0.38681509174389145,0.862058821173777,0.19759003135488093
7.800000000000001,0.4395263573102629,0.4002343059366267,0.3972491222400329,0.8189558801150881,0.1699274269651976
7.9,0.4484589020273697,0.40967440296500274,0.4067703872173004,0.7780080861093337,0.14613758719006995
8.0,0.4387390361417616,0.4004724829151912,0.3976426097458966,0.739107681803867,0.5906783249834602
8.1,0.4507940269477542,0.41298498805990547,0.41022338334078484,0.5021522977136736,0.5079833594857758
8.200000000000001,0.4362031892248423,0.39889270649624253,0.39619443945269867,0.47704468282798995,0.43686568915776713
8.3,0.4393245632945684,0.4024958321623257,0.39985674538462,0.2531924486865904,0.37570449267567974
8.4,0.4377045479433697,0.4013543876718032,0.398770958110534,0.24053282625226088,0.3231058637010846
8.5,0.42482130037694166,0.38899091854530965,0.38646014383758304,0.028506184939647822,0.27787104278293273
8.6,0.44665545246834903,0.4112537426497984,0.4087730481541918,0.02708087569266543,0.23896909679332215
8.700000000000001,0.43513529253352473,0.40018850876829676,0.39775567153014035,0.025726831908032155,0.20551342324225705
8.8,0.4432902168063136,0.40876099068335686,0.406374077241375,0.22444049031263055,0.17674154398834105
8.9,0.4517390804403891,0.41758585781028335,0.41524317331930644,0.41321846579699906,0.1519977278299733
9.0,0.4551815648049966,0.4213832258496906,0.419083272454985,0.5925575425071491,0.5957180459337771
9.1,0.462208480000388,0.42873590319735655,0.4264773459728187,0.7629296653817916,0.5123175195030483
9.200000000000001,0.4545346159731073,0.4214190629406929,0.419200702011168,0.724783182112702,0.4405930667726215
9.3,0.4500384737852753,0.4173063778327586,0.41512712555248515,0.8885440230070669,0.3789100374244545
9.4,0.45340953845064935,0.4210547438513555,0.4189136061164016,0.8441168218567136,0.32586263218503086
9.5,0.42865402933380786,0.39677465378890164,0.394670714729698,0.8019109807638778,0.2802418636791265
9.600000000000001,0.4258933511255875,0.39450823610185864,0.39244064553952923,0.7618154317256839,0.2410080027640488
9.700000000000001,0.42154502072353384,0.39066562822471784,0.3886335913873402,0.5237246601393997,0.20726688237708196
9.8,0.4225344553760777,0.3921441470321383,0.39014691611902186,0.2975384271324297,0.1782495188442905
9.9,0.44205147730118255,0.41205625605665175,0.41009312331387704,0.08266150577580816,0.15329458620608982
10.0,0.4270274972733745,0.3974632810046008,0.395533573036509,0.07852843048701776,0.47183334413723726
10.100000000000001,0.4353223403554082,0.4061510445613577,0.40425411765291375,0.07460200896266686,0.405776675958024
10.200000000000001,0.46155153079308436,0.43265996283759095,0.4307951991036014,0.07087190851453351,0.34896794132390063
10.3,0.44490802783146227,0.41634622898325657,0.414513033194006,0.06732831308880684,0.30011242953855455
10.4,0.4637043246508016,0.43540573739257615,0.43360353435288873,0.2639618974343665,0.2580966894031569
10.5,0.44236486455569934,0.4144128556900575,0.4126410880712204,0.45076380256264814,0.22196315288671492
10.600000000000001,0.4515938132606295,0.4239656126284628,0.4222237391708039,0.6282256124345158,0.19088831148257482
10.700000000000001,0.4395481735297223,0.4122928830515009,0.41058037707039374,0.79681433181279,0.16416394787501434
10.8,0.44644220074585556,0.4195374258539893,0.41785377399433643,0.7569736152221505,0.14118099517251234
10.9,0.4639624351852853,0.4373352521476569,0.435679953341904,0.9191249344610428,0.12141565584836062
11.0,0.43038510927793794,0.40415845909982295,0.40253102369276744,0.8731686877379906,0.5694174640295901
11.100000000000001,0.45849685081650904,0.43257275434050524,0.43097270335085247,0.8295102533510911,0.4896990190654475
11.200000000000001,0.45732490174065094,0.4316968629674782,0.43012372746157623,0.5880347406835364,0.42114115639628485
11.3,0.44851567072778337,0.42321544472699696,0.4216687652846547,0.3586330036493596,0.36218139450080494
11.4,0.4345964790563372,0.4096838717687419,0.4081631980247097,0.3407013534668916,0.31147599927069225
11.5,0.4525189948898994,0.4279283670911208,0.4264332573387798,0.12366628579354699,0.2678693593727953
11.600000000000001,0.4445685143406364,0.42031958079578835,0.418849601642066,0.11748297150386963,0.23036764906060397
11.700000000000001,0.4567008450579409,0.4327426710219177,0.43129739708443016,0.11160882292867615,0.1981161781921194
11.8,0.45614637431881633,0.4324735507307542,0.43105256436982553,0.10602838178224233,0.1703799132452227
11.9,0.48266797954186197,0.4591745354694608,0.45777742654898723,0.10072696269313021,0.1465267253908915
12.0,0.4629105981963105,0.4396669889816113,0.43829335465385083,0.2956906145584737,0.5910129838361667
