algo_name,E1,E2
pid,4.009453344894192,1.3908694963342914
pid_deadzone,3.4065432229584687,1.1048191330252373
event_pid,3.5772077637018223,1.1387183816725794
lif_snn,4.08978683224003,2.280467361139253
trinc,3.1009983353477324,1.0043100549351778
