algo_name,E1,E2
pid,5.6820992110809945,2.686326224695187
pid_deadzone,4.540459089537559,1.9022260674064797
event_pid,4.429788469717782,1.8327185410916464
lif_snn,6.04704764580233,3.648705852564813
trinc,4.026244475732206,1.5494595748533317
