algo_name,overshoot,settling_time,steady_state_error,E1,E2,N_events,N_du
pid,0.11925185882839129,7.5,-0.00959483560666633,5.6820992110809945,2.686326224695187,38,38
pid_deadzone,0.285604983209375,7.5,-0.05708415579278882,4.540459089537559,1.9022260674064797,35,35
event_pid,0.3043605359623257,7.5,-0.06188101050242436,4.429788469717782,1.8327185410916464,36,36
lif_snn,0.0757483815739608,7.5,-0.0009054731403073501,6.04704764580233,3.648705852564813,94,94
trinc,0.2538428634804055,7.5,-0.17240994249296154,4.026244475732206,1.5494595748533317,37,118
