time,pid,pid_deadzone,event_pid,lif_snn,trinc
0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.0,0.0,0.0,0.0,0.0
0.2,0.0,0.0,0.0,0.0,0.0
0.30000000000000004,0.0,0.0,0.0,0.0,0.0
0.4,0.0,0.0,0.0,0.0,0.0
0.5,0.0,0.0,0.0,0.0,0.0
0.6000000000000001,0.0,0.0,0.0,0.0,0.0
0.7000000000000001,0.0,0.0,0.0,0.0,0.0
0.8,0.0,0.0,0.0,0.0,0.0
0.9,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.1,0.0,0.0,0.0,0.0,0.0
1.2000000000000002,0.0,0.0,0.0,0.0,0.0
1.3,0.0,0.0,0.0,0.0,0.0
1.4000000000000001,0.0,0.0,0.0,0.0,0.0
1.5,0.0,0.0,0.0,0.0,0.0
1.6,0.0,0.0,0.0,0.0,0.0
1.7000000000000002,0.0,0.0,0.0,0.0,0.0
1.8,0.0,0.0,0.0,0.0,0.0
1.9000000000000001,0.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0
2.1,0.0,0.0,0.0,0.0,0.0
2.2,0.0,0.0,0.0,0.0,0.0
2.3000000000000003,0.0,0.0,0.0,0.0,0.0
2.4000000000000004,0.0,0.0,0.0,0.0,0.0
2.5,0.0,0.0,0.0,0.0,0.0
2.6,0.0,0.0,0.0,0.0,0.0
2.7,0.0,0.0,0.0,0.0,0.0
2.8000000000000003,0.0,0.0,0.0,0.0,0.0
2.9000000000000004,0.0,0.0,0.0,0.0,0.0
3.0,0.0,0.0,0.0,0.0,0.0
3.1,0.0,0.0,0.0,0.0,0.0
3.2,0.0,0.0,0.0,0.0,0.0
3.3000000000000003,0.0,0.0,0.0,0.0,0.0
3.4000000000000004,0.0,0.0,0.0,0.0,0.0
3.5,0.0,0.0,0.0,0.0,0.0
3.6,0.0,0.0,0.0,0.0,0.0
3.7,0.0,0.0,0.0,0.0,0.0
3.8000000000000003,0.0,0.0,0.0,0.0,0.0
3.9000000000000004,0.0,0.0,0.0,0.0,0.0
4.0,0.0,0.0,0.0,0.0,0.0
4.1000000000000005,0.0,0.0,0.0,0.0,0.0
4.2,0.0,0.0,0.0,0.0,0.0
4.3,0.0,0.0,0.0,0.0,0.0
4.4,0.0,0.0,0.0,0.0,0.0
4.5,0.0,0.0,0.0,0.0,0.0
4.6000000000000005,0.0,0.0,0.0,0.0,0.0
4.7,0.0,0.0,0.0,0.0,0.0
4.800000000000001,0.0,0.0,0.0,0.0,0.0
4.9,0.0,0.0,0.0,0.0,0.0
5.0,0.0,0.0,0.0,0.0,0.0
5.1000000000000005,0.0,0.0,0.0,0.0,0.0
5.2,0.0,0.0,0.0,0.0,0.0
5.300000000000001,0.0,0.0,0.0,0.0,0.0
5.4,0.0,0.0,0.0,0.0,0.0
5.5,0.0,0.0,0.0,0.0,0.0
5.6000000000000005,0.0,0.0,0.0,0.0,0.0
5.7,0.0,0.0,0.0,0.0,0.0
5.800000000000001,0.0,0.0,0.0,0.0,0.0
5.9,0.0,0.0,0.0,0.0,0.0
6.0,0.0,0.0,0.0,0.0,0.0
6.1000000000000005,0.0,0.0,0.0,0.0,0.0
6.2,0.0,0.0,0.0,0.0,0.0
6.300000000000001,0.0,0.0,0.0,0.0,0.0
6.4,0.0,0.0,0.0,0.0,0.0
6.5,0.0,0.0,0.0,0.0,0.0
6.6000000000000005,0.0,0.0,0.0,0.0,0.0
6.7,0.0,0.0,0.0,0.0,0.0
6.800000000000001,0.0,0.0,0.0,0.0,0.0
6.9,0.0,0.0,0.0,0.0,0.0
7.0,0.0,0.0,0.0,0.0,0.0
7.1000000000000005,0.0,0.0,0.0,0.0,0.0
7.2,0.0,0.0,0.0,0.0,0.0
7.300000000000001,0.0,0.0,0.0,0.0,0.0
7.4,0.0,0.0,0.0,0.0,0.0
7.5,0.03860483680329769,0.0,0.0,0.0,0.0
7.6000000000000005,0.10604042683376902,0.0,0.0,0.0,0.0
7.7,0.13922034717131657,0.0,0.0,0.0,0.0
7.800000000000001,0.18673562833636537,0.0,0.0,0.2,0.0
7.9,0.22857618810643573,0.0,0.0,0.39,0.0
8.0,0.247118494133447,0.0,0.0,0.5705,0.445
8.1,0.28276716642322675,0.0,0.0,0.741975,0.3916
8.200000000000001,0.2891108772408706,0.0,0.0,0.70487625,0.344608
8.3,0.309331016035886,0.0,0.0,0.8696324375,0.30325504000000003
8.4,0.3229691530332771,0.0,0.0,0.8261508156249999,0.2668644352
8.5,0.32322627163059975,0.0,0.0,0.7848432748437499,0.23484070297600002
8.6,0.35618978459701955,0.0,0.0,0.7456011111015624,0.20665981861888003
8.700000000000001,0.35589887951089483,0.0020767050493883943,0.0,0.5083210555464841,0.1818606403846144
8.8,0.3733815063212027,0.0623231541397411,0.0,0.4829050027691599,0.16003736353846068
8.9,0.3913322040220391,0.11126323454268072,0.04247107844288167,0.25875975263070183,0.1408328799138454
9.0,0.4041391737363145,0.1508634845854514,0.09295746054301846,0.24582176499916672,0.568932934324184
9.1,0.4204791380274421,0.18976467562014876,0.13899587784287426,0.23353067674920838,0.500660982205282
9.200000000000001,0.42255090204712925,0.21098893735788538,0.1664848404411221,0.22185414291174796,0.44058166434064816
9.3,0.4276928591125658,0.23241523042736845,0.1931626570355357,0.21076143576616055,0.38771186461977036
9.4,0.441275309857063,0.25984663091530413,0.22503102731837998,0.2002233639778525,0.3411864408653979
9.5,0.4276360631832956,0.2581108206644923,0.2270448018971949,0.3902121957789599,0.3002440679615502
9.600000000000001,0.43557792331365897,0.27626376093589167,0.2483713745442746,0.5707015859900119,0.26421477980616415
9.700000000000001,0.4431990177478673,0.29266411064049347,0.2674621757979222,0.5421665066905113,0.23250900622942444
9.8,0.45666544162167944,0.3136777052699975,0.2907608564402393,0.7150581813559858,0.20460792548189352
9.9,0.48935722480049054,0.35279649630272036,0.33182456721954456,0.6793052722881865,0.1800549744240663
10.0,0.48861447926110824,0.35764518533848,0.3383326486308913,0.8453400086737772,0.6034483774931784
10.100000000000001,0.510078136590493,0.38393504564167485,0.3660421630866866,0.8030730082400883,0.531034572193997
10.200000000000001,0.549952940557187,0.4279070652672402,0.4112324728002529,0.7629193578280838,0.46731042353071733
10.3,0.5471484488075126,0.42872686504815466,0.4131013597462921,0.7247733899366796,0.41123317270703125
10.4,0.5773930037840934,0.46210161662114757,0.4473829508178315,0.8885347204398457,0.3618851919821875
10.5,0.5673901554935145,0.45495080312620034,0.44101932237814045,0.8441079844178534,0.318458968944325
10.600000000000001,0.5848195040334407,0.47492243303041004,0.46167742113240284,0.8019025851969607,0.280243892671006
10.700000000000001,0.580025516655925,0.4724820155282124,0.45983863194980384,0.7618074559371126,0.2466146255504853
10.8,0.5912535118225829,0.48585655530265015,0.47374326900412106,0.723717083140257,0.21702087048442706
10.9,0.6115357984945876,0.508064215861697,0.49642065501743654,0.487531228983244,0.1909783660262958
11.0,0.5790236523458303,0.47748224286852464,0.4662573930721067,0.4631546675340818,0.6130609621031403
11.100000000000001,0.6041753194935697,0.5043903668097494,0.4935410612661868,0.4399969341573777,0.5394936466507635
11.200000000000001,0.600109346090849,0.5020081095198353,0.4914977638894851,0.41799708744950875,0.47475440905267186
11.3,0.5857306886241452,0.48930258198991794,0.4791001342226077,0.3970972330770333,0.41778387996635125
11.4,0.5644124090394032,0.469691974108111,0.45977099603602173,0.3772423714231816,0.36764981437038907
11.5,0.5732914937896499,0.4802018183076435,0.47053977115301604,0.3583802528520225,0.32353183664594237
11.600000000000001,0.5564631695710808,0.46501169648263463,0.4555893069504564,0.5404612402094213,0.2847080162484293
11.700000000000001,0.5582727358059703,0.4684054882723099,0.459206225680377,0.5134381781989502,0.2505430542986178
11.8,0.5478318302495575,0.45953676125166876,0.45054639931950946,0.6877662692890028,0.22047788778278365
11.9,0.564035083840432,0.47720178002864555,0.4684080296020655,0.6533779558245526,0.19402054124884963
12.0,0.5352787580561343,0.4499634286577729,0.44135562987060106,0.820709058033325,0.6157380762989877
12.100000000000001,0.5142932106593512,0.4305474463871478,0.42211631062587623,0.7796736051316586,0.5418495071431092
12.200000000000001,0.518191927760911,0.4359680631106384,0.42770545670956195,0.7406899248750757,0.4768275662859361
12.3,0.5111347668244841,0.43040896292028197,0.42230772582341847,0.7036554286313219,0.41960825833162374
12.4,0.5228711189166104,0.443547662859376,0.4356014565819827,0.6684726571997558,0.3692552673318289
12.5,0.5150765290401225,0.43712991375036014,0.42933309389159124,0.43504902433976794,0.32494463525200945
12.600000000000001,0.5062374671830521,0.42966031651887215,0.4220078258469425,0.4132965731227795,0.2859512790217683
12.700000000000001,0.5185690157824506,0.44327683037462773,0.4357641091508352,0.1926317444666405,0.2516371255391561
12.8,0.47912305917192444,0.4052259029843746,0.39784881373276176,0.18300015724330845,0.2214406704744574
12.9,0.4765177169995715,0.4040080918509042,0.3967628562331716,0.17385014938114302,0.1948677900175225
13.0,0.4626572285436018,0.3915526096035196,0.38443575543818576,0.16515764191208585,0.6164836552154198
13.100000000000001,0.4622736925033802,0.39253571487449246,0.38554403165721235,0.15689975981648155,0.5425056165895694
13.200000000000001,0.4421696515646071,0.3738284716970667,0.36695897324535415,0.14905477182565746,0.4774049425988211
13.3,0.4643444693498205,0.3972721506921194,0.3905220437609175,0.3416020332343746,0.4201163494869626
