algo_name,E1,E2
pid,7.39252510186139,3.7318825868551
pid_deadzone,6.610148964037944,3.1886097747604754
event_pid,6.6242627948384385,3.190868199273353
lif_snn,7.883123546548191,5.378330053388186
trinc,4.614838242071676,1.6942740215465273
