time,pid,pid_deadzone,event_pid,lif_snn,trinc,T_ref
0.0,0.5,0.5,0.5,0.5,0.5,0.55
0.1,0.5405088797938323,0.5405088797938323,0.5405088797938323,0.5405088797938323,0.5405088797938323,0.55
0.2,0.5727944125417789,0.5728894542749927,0.5729320343897478,0.5753304666533929,0.5753304666533929,0.55
0.30000000000000004,0.6051064706405362,0.6052914499635321,0.6053643210541787,0.6141022715550345,0.6141022715550345,0.55
0.4,0.6317044803576135,0.6320164440126183,0.6321149091417678,0.6518621186115356,0.6518621186115356,0.55
0.5,0.6448740473607977,0.6453646372551519,0.6454840624094649,0.6696116358012432,0.67940616609505,0.55
0.6000000000000001,0.6584614325829939,0.6591835405427704,0.6593200938940722,0.6792785488246461,0.7077726930927251,0.55
0.7000000000000001,0.6733222832784157,0.6743313773253958,0.6744818174897951,0.6840014460194134,0.7392716264537855,0.55
0.8,0.6834531963203391,0.6848077914587134,0.6849693869167577,0.6788017648184592,0.7681528222573654,0.55
0.9,0.6925210032118477,0.6942772386215831,0.694447687920777,0.6667349035945732,0.7967536850853817,0.55
1.0,0.6969235517721902,0.6991349617377701,0.6993123273350341,0.6479933069628373,0.8216786028640317,0.55
1.1,0.7055782634833754,0.7082915621390123,0.708474214257532,0.6352138907715933,0.8280113639908333,0.55
1.2000000000000002,0.7112774152383214,0.7145382173001041,0.7147247864406595,0.6226511913746406,0.8369689831903844,0.55
1.3,0.7134290186883973,0.7172784566629916,0.7174677934178084,0.6084658988466491,0.8461675362389344,0.55
1.4000000000000001,0.7180675178878654,0.7225398193204638,0.722730960369194,0.598043147336011,0.8605322561360081,0.55
1.5,0.7189540062930588,0.7240803625473622,0.7242725018842864,0.5885151909522425,0.8743593710285207,0.55
1.6,0.7153992319273805,0.7212042226647939,0.721396687252877,0.5729470376522783,0.8853857158823225,0.55
1.7000000000000002,0.7159829174649482,0.7224816798228388,0.7226739089939144,0.5641469914546429,0.9011459769576187,0.55
1.8,0.7114184958446528,0.7186227832816359,0.7188143113066665,0.5540493807098421,0.9135699618037528,0.55
1.9000000000000001,0.7130947705187006,0.7210079177270967,0.7211983590690344,0.5520857485453863,0.9321081513029524,0.55
2.0,0.7104210104729136,0.7190461096546359,0.7192351464913599,0.5495165209913825,0.9480586011288573,0.55
2.1,0.7076419481146697,0.7169768239350814,0.7171641956033218,0.5486417621860207,0.9410014027327208,0.55
2.2,0.7032890957466006,0.713327689634148,0.7135131836989805,0.5482092064281068,0.9366376664059944,0.55
2.3000000000000003,0.7050173979242559,0.7157488378279189,0.7159322825278417,0.5553046861026023,0.9415109729191985,0.55
2.4000000000000004,0.701087086504786,0.712502669785465,0.7126839276415041,0.5596893543877535,0.9449339323039628,0.55
2.5,0.6970355153263934,0.7091221007803059,0.7093010631901288,0.5646981598374561,0.9498723867893677,0.55
2.6,0.6934089416322109,0.7061503498015774,0.7063269324671178,0.56147985497279,0.9569677444196758,0.55
2.7,0.6925130315794756,0.7058909417716528,0.7060650808320481,0.5630020323720021,0.968258545612295,0.55
2.8000000000000003,0.6904589190514762,0.7044559118404988,0.7046275606018518,0.5658195161442946,0.980163213160935,0.55
2.9000000000000004,0.6884954364605641,0.7030934432745766,0.7032625694447343,0.5704290040075014,0.9930786214891774,0.55
3.0,0.6864033448043202,0.7015840635041062,0.7017506468547687,0.5667869764659652,1.0066862616979342,0.55
3.1,0.6893146721412199,0.7050594979752055,0.7052235283656203,0.5705088105000261,1.0031007079001528,0.55
3.2,0.6829994024205825,0.6992944468777639,0.6994559225843724,0.5684131778426174,0.9960670863712199,0.55
3.3000000000000003,0.6779348408300323,0.6947605584851434,0.6949194847901022,0.5581707363261762,0.9924858484995741,0.55
3.4000000000000004,0.6722927261224743,0.689627275043138,0.689783663041873,0.5497171275587773,0.9911413988509089,0.55
3.5,0.6715765022737397,0.6893953444974911,0.689549210091573,0.5480594235974027,0.9967169676992871,0.55
3.6,0.6715749308960717,0.6898562744635031,0.690007637510316,0.5500619194359313,1.0058192422855625,0.55
3.7,0.6672985906694191,0.686023105100697,0.6861719886957575,0.5502048240023343,1.0127264202957196,0.55
3.8000000000000003,0.6616055539995388,0.6807518059368732,0.6808982358083709,0.5500166158731208,1.0188114986039933,0.55
3.9000000000000004,0.6567297975030323,0.6762737679294554,0.6764177719277286,0.5516437934601319,1.0261043025615981,0.55
4.0,0.656696385409229,0.6766128734006985,0.6767544810680153,0.559302432160642,1.038736475525782,0.55
4.1000000000000005,0.6140549285866179,0.6343224525969896,0.6344616948052568,0.5265155146565896,0.9874009463153157,0.55
4.2,0.5827404913403751,0.6032984414523486,0.6034353500982726,0.4959759115529511,0.9416444931260496,0.55
4.3,0.5524409749578192,0.5732124275063575,0.5733470352551939,0.4644907384006098,0.8976419303307904,0.55
4.4,0.5304135843329616,0.5513073499721012,0.5514396900424923,0.4481404155334618,0.8611489306006834,0.55
4.5,0.5114414561410854,0.5340412601425253,0.532493033409486,0.44270999635271396,0.8283966755476271,0.55
4.6000000000000005,0.4961887619537902,0.519915041225867,0.5171706687323228,0.4432988268485353,0.79952123616274,0.55
4.7,0.4856041748998183,0.5101798015068706,0.5064244510850493,0.44582184739580893,0.7757038258753983,0.55
4.800000000000001,0.47485818835706217,0.5000155742780605,0.4954319335438581,0.44629840241730306,0.7525673094735027,0.55
4.9,0.4678056835848638,0.4933143056991926,0.488053443336805,0.4481214630125443,0.733162018140305,0.55
5.0,0.4602033941529171,0.4858644351108624,0.4800541467535825,0.4480361200344218,0.7139367730191453,0.55
5.1000000000000005,0.45509854713520714,0.480739513891309,0.47448749818711666,0.4486188809371716,0.6744394725710229,0.55
5.2,0.45210572516668496,0.47757898722108455,0.47097599107149235,0.4502043655325504,0.6416725764670118,0.55
5.300000000000001,0.44358607747483375,0.46876684505809635,0.4618892712356859,0.445459813503764,0.6074966958110141,0.55
5.4,0.4410365006270765,0.4658136882824473,0.45872580832996795,0.44432134302954146,0.5811544421878247,0.55
5.5,0.4383556058167123,0.4626363283922294,0.4553921544042007,0.44277722983963064,0.5580378617240731,0.55
5.6000000000000005,0.4361227395166736,0.4598285993981436,0.4524734679725096,0.4407906171654334,0.5375975186666212,0.55
5.7,0.43549890699626814,0.45823731786628064,0.45118235334716045,0.43997628602403394,0.5210075472963642,0.55
5.800000000000001,0.4402107841070767,0.46202122808500845,0.4552541804979894,0.44450543886599114,0.5120603580748763,0.55
5.9,0.4371009841180775,0.4585683975926768,0.4518105307522049,0.4417674372408495,0.4978197089440522,0.55
6.0,0.44016749072186323,0.46075880739810154,0.45427673277217345,0.4446435033593201,0.49088695408712424,0.55
6.1000000000000005,0.4351554071477482,0.4549063810115916,0.4486888433702067,0.43944875127948413,0.4838049816779397,0.55
6.2,0.43439182365019724,0.453336749548034,0.44737295299323837,0.43850995407709975,0.48105598263240223,0.55
6.300000000000001,0.43515231669499616,0.453324089881915,0.44760367910221127,0.4391023839834814,0.4799120860155919,0.55
6.4,0.437152181404535,0.4545823546624061,0.44909539695218076,0.4409410443025217,0.48008528023948743,0.55
6.5,0.43944544329486995,0.4561642817194056,0.45090124973215373,0.4430796806410508,0.480626419058381,0.55
6.6000000000000005,0.44189147788869065,0.4579280114406164,0.4528797666460162,0.4453774000357796,0.4813918356745174,0.55
6.7,0.44081147156046263,0.45619354547204677,0.45135132228816016,0.44415513133225354,0.47869979830066645,0.55
6.800000000000001,0.43943466071556675,0.45418898384003176,0.4495443744130783,0.4426418639168285,0.4757767442722765,0.55
6.9,0.44207502129047427,0.45622721247824266,0.45177215208351923,0.44515133678793123,0.47693396468744964,0.55
7.0,0.44145978669847585,0.45503441928077615,0.45076117231937296,0.444410556090378,0.47489611769081885,0.55
7.1000000000000005,0.4376165141688132,0.4506371586258859,0.44653830519288423,0.4404468610598861,0.4696882903410802,0.55
7.2,0.434357285005567,0.4468465498935576,0.44291497289438686,0.43707212390344574,0.46512019458076953,0.55
7.300000000000001,0.43187257153788416,0.4438521427454881,0.4400810155380707,0.4344766163864793,0.4613800300724202,0.55
7.4,0.43373909966591184,0.44522977806893377,0.4416125526101615,0.43623687203052364,0.46204234279832385,0.55
7.5,0.434465248743764,0.44548698632297434,0.44201738179893324,0.43686108566215825,0.46161342115837023,0.55
7.6000000000000005,0.43680594213752094,0.4473778766225231,0.4440498685427247,0.43910400365059754,0.4628461828973924,0.55
7.7,0.4356978965619247,0.4458383846611873,0.4426461943978707,0.4379021729370561,0.460675420959377,0.55
7.800000000000001,0.43639244794005616,0.4461190972148095,0.4430571819691497,0.4385067665996369,0.4603506260067787,0.55
7.9,0.4384598064080523,0.447789505845394,0.4448525490231954,0.4404878385752913,0.46144023822119595,0.55
8.0,0.4376379840535568,0.446586933391852,0.44376983537201437,0.43958325112705066,0.4596805719685396,0.55
8.1,0.439148066047341,0.4477318039048376,0.4450296731845663,0.4410139457154979,0.46029108398279384,0.55
8.200000000000001,0.43724041723927703,0.4454738480947763,0.4428819927961614,0.4390301493452074,0.4575205771344328,0.55
8.3,0.43630723689822,0.4442046569706519,0.4417185766938681,0.4380239290652781,0.45575975245814093,0.55
8.4,0.4353560880111968,0.4429312100830356,0.4405465880920176,0.4370027210389408,0.45401473585052443,0.55
8.5,0.4320014507718509,0.43926742799947344,0.43698012372649836,0.43358088381179066,0.4498986290632462,0.55
8.6,0.4338321544785685,0.4408016032308991,0.43860764508706074,0.4353471299986885,0.45099893920767736,0.55
8.700000000000001,0.43271902171017773,0.4394040434752757,0.43729962195436717,0.4341721702568553,0.4491852206348011,0.55
8.8,0.43309700587116584,0.4395092082687929,0.43749066933262387,0.4344908506367524,0.4488912102783264,0.55
8.9,0.43486432191387453,0.44101483885052833,0.4390786775841907,0.43620128311787193,0.45001395626464963,0.55
9.0,0.4364568663807926,0.4423563773822022,0.44049923190826806,0.4377392654722309,0.4509882359291146,0.55
9.1,0.4386409800422665,0.44429972879691787,0.44251837443800235,0.4398710437305804,0.4525793165103737,0.55
9.200000000000001,0.4384443470590336,0.4438721592049247,0.44216350288447753,0.4396242111804371,0.4518138524488819,0.55
9.3,0.4372813002919925,0.4424876004775002,0.4408486753491044,0.4384130135180641,0.4501051889086988,0.55
9.4,0.4371964583983351,0.4421902866468194,0.44061824694267093,0.43828198579325395,0.4494969971586216,0.55
9.5,0.43229223027926283,0.4370822576858228,0.4355743737754466,0.4333334567118722,0.444090777374892,0.55
9.600000000000001,0.4283088122567954,0.4329033560444316,0.4314570096950542,0.4293075456734176,0.4396258542401285,0.55
9.700000000000001,0.42486119826659213,0.42926823622791904,0.42788091605826795,0.42581917283027876,0.43571638562266674,0.55
9.8,0.42253064162926596,0.4267578259788505,0.4254271230984863,0.4234495207309329,0.43294282289615715,0.55
9.9,0.42448625943652174,0.42854093009789995,0.4272645339245099,0.4253676385831986,0.4344735139332331,0.55
10.0,0.42244630757312585,0.4263355049235696,0.4251111991709594,0.42329171715833414,0.4320259767918372,0.55
10.100000000000001,0.4220715567567084,0.4258020338518708,0.42462769268168904,0.4228824647177792,0.43126027447388926,0.55
10.200000000000001,0.4267442722800341,0.43032250657970106,0.4291960909102135,0.4275220866469791,0.43555799343870594,0.55
10.3,0.42625981493953585,0.4296920195548427,0.4286115735203477,0.4270058862798975,0.4347138433528336,0.55
10.4,0.42907646718469633,0.43236860166634,0.431332249221077,0.42979209094862253,0.4371854821088326,0.55
10.5,0.42676477057716616,0.4299225512633443,0.4289284929239987,0.42745118934678095,0.4345428521999384,0.55
10.600000000000001,0.42673195592961505,0.42976086587165996,0.42880737559280824,0.4273903615765913,0.4341926098187125,0.55
10.700000000000001,0.4244667269745164,0.4273720254574589,0.4264574476345283,0.42509826272959716,0.4316229075280789,0.55
10.8,0.4241269101798774,0.42691364185447106,0.4260363884490102,0.4247326726179384,0.43099104312002406,0.55
10.9,0.427338985133185,0.4300119887752473,0.4291705365575162,0.42792002607728585,0.43392298908156923,0.55
11.0,0.4227170878818928,0.42528100479417325,0.42447389269826447,0.42327441622962303,0.4290323950547479,0.55
11.100000000000001,0.4247690449668261,0.42722832703798935,0.4264541536248884,0.42530362844211705,0.43082662102543445,0.55
11.200000000000001,0.42614719644549387,0.4285061138802112,0.42776353490439056,0.42665996327893774,0.43195755953654774,0.55
11.3,0.4249734481400441,0.4272360968736159,0.42652382294893787,0.4254652886806387,0.43054668715895905,0.55
11.4,0.42129187744408203,0.4234621862544654,0.42277898061534047,0.4217636457051992,0.4266376695529745,0.55
11.5,0.4223151157332202,0.42439685306281105,0.4237415294167249,0.4227676308754825,0.42744274316396713,0.55
11.600000000000001,0.42149172846193894,0.423488508960953,0.4228599294286328,0.4219257762155792,0.426410094633495,0.55
11.700000000000001,0.4229884508334636,0.42490374163627903,0.4243008147759229,0.4234047848626372,0.4277060958114224,0.55
11.8,0.42379161895495565,0.4256287457003143,0.4250504246124528,0.42419096216637475,0.42831673428019756,0.55
11.9,0.4293017895867694,0.4310639421922906,0.43050922270199,0.4296848353849307,0.4336422324989444,0.55
12.0,0.42906368360729574,0.43075392180832905,0.43022184072157976,0.429431097098482,0.43322699068783804,0.55
12.100000000000001,0.42648286926666346,0.4281041279290977,0.4275937613603606,0.4268352884138089,0.43047626952502743,0.55
12.200000000000001,0.4276156987431074,0.42917079295936117,0.42868125472736757,0.4279537354735327,0.43144612616894706,0.55
12.3,0.4288244599806612,0.4303160899577033,0.42984653004672313,0.42914870124860083,0.43249856558374833,0.55
12.4,0.43340146368969107,0.4348322194375778,0.4343818225214845,0.43371247249545847,0.43692562704847787,0.55
12.5,0.43621944840456434,0.43759181423363563,0.43715979826020446,0.43651776477212456,0.43959978874344297,0.55
12.600000000000001,0.4374877090730703,0.43880406790761234,0.43838968274059437,0.43777385098771715,0.4407300958875634,0.55
12.700000000000001,0.44202350683137753,0.4432861443472428,0.4428886704638567,0.4422979711391439,0.44513357007970905,0.55
12.8,0.4384179983840979,0.4396291069774663,0.43924785421904616,0.4386812616544601,0.44140113826284005,0.55
12.9,0.43660666725866865,0.4377683498528419,0.4374026562264715,0.4368591866120441,0.43946806357943996,0.55
13.0,0.4340087843138559,0.4351230580106941,0.43477228853974764,0.4342509982153297,0.43675340549735064,0.55
13.100000000000001,0.4601272207971372,0.46119602037947843,0.4608595660010708,0.4603595498177961,0.4627598325001037,0.55
13.200000000000001,0.47785525771567455,0.48324430196601803,0.48292157847345124,0.48244196822207014,0.4847442940650213,0.55
13.3,0.4993951979592416,0.5104282924943124,0.5101187395226809,0.5096587024260347,0.5118670691014234,0.55
13.4,0.5141442587379558,0.5339307686794676,0.5336338487326618,0.5331925859996797,0.5353108280321437,0.55
13.5,0.523184360511914,0.5527283452600154,0.5524435427774339,0.5520202882161422,0.5540520836412872,0.55
13.600000000000001,0.5325572835608191,0.5721244641751637,0.5718512846365131,0.5714453033236488,0.5733941800744504,0.55
13.700000000000001,0.5441936596416661,0.5947162957333825,0.5944542648000108,0.5940648518049282,0.5959341938375021,0.55
13.8,0.5550204480459089,0.6179599805421438,0.6177086432334173,0.6173351223940728,0.6191281755634487,0.55
13.9,0.5673501788419026,0.6416021269411841,0.64160397077455,0.6333370032848425,0.6448514112747509,0.55
