time,temperature,T_ref,control,error,gP,gH,gS
0.0,0.5,0.565,0.0,-0.06499999999999995,-1.0,0.0,-1.0
0.1,0.5065288634896203,0.565,0.0,-0.05847113651037961,0.0,0.0,0.0
0.2,0.5087554582477922,0.565,0.0,-0.05624454175220772,0.0,0.0,0.0
0.30000000000000004,0.5162950178606266,0.565,0.0,-0.048704982139373354,0.0,0.0,0.0
0.4,0.5240874606301675,0.565,0.0,-0.04091253936983241,0.0,0.0,0.0
0.5,0.5228753130224391,0.565,0.0,-0.04212468697756089,0.0,0.0,0.0
0.6000000000000001,0.5237191008527855,0.565,0.0,-0.041280899147214445,0.0,0.0,0.0
0.7000000000000001,0.5288620476514169,0.565,0.0,-0.03613795234858308,0.0,0.0,0.0
0.8,0.5324721722446656,0.565,0.0,-0.03252782775533436,0.0,0.0,0.0
0.9,0.5368548045446767,0.565,0.0,-0.028145195455323235,0.0,0.0,0.0
1.0,0.5385652162912881,0.565,0.0,-0.026434783708711884,0.0,0.0,0.0
1.1,0.5454397872362671,0.565,0.0,-0.019560212763732876,0.0,0.0,0.0
1.2000000000000002,0.5517245145379286,0.565,0.0,-0.013275485462071357,0.0,0.0,0.0
1.3,0.5556176996149101,0.565,0.0,-0.009382300385089803,0.0,0.0,0.0
1.4000000000000001,0.5625548945996639,0.565,0.0,-0.002445105400336045,0.0,0.0,0.0
1.5,0.567224814254794,0.565,0.0,0.0022248142547940386,0.0,0.0,0.0
1.6,0.5677368250816835,0.565,0.0,0.0027368250816836026,0.0,0.0,0.0
1.7000000000000002,0.5719582458430624,0.565,0.0,0.006958245843062483,0.0,0.0,0.0
1.8,0.5720411365860311,0.565,0.0,0.007041136586031116,0.0,0.0,0.0
1.9000000000000001,0.5776822346624518,0.565,0.0,0.012682234662451886,0.0,0.0,0.0
2.0,0.5803133357586384,0.565,0.0,0.015313335758638469,0.0,0.0,0.0
2.1,0.5824615584387716,0.565,0.0,0.01746155843877162,0.0,0.0,0.0
2.2,0.5830670607761994,0.565,0.0,0.01806706077619946,0.0,0.0,0.0
2.3000000000000003,0.58940369632168,0.565,0.0,0.024403696321680046,0.0,0.0,0.0
2.4000000000000004,0.5913503292989313,0.565,0.0,0.02635032929893133,0.0,0.0,0.0
2.5,0.5924308801015945,0.565,0.0,0.027430880101594557,0.0,0.0,0.0
2.6,0.5937375658910617,0.565,0.0,0.0287375658910618,0.0,0.0,0.0
2.7,0.5976841033269861,0.565,0.34,0.032684103326986125,1.0,0.0,0.0
2.8000000000000003,0.5844058260838871,0.565,0.2924,0.01940582608388719,0.0,0.0,0.0
2.9000000000000004,0.5742887343553165,0.565,0.25146399999999997,0.00928873435531652,0.0,0.0,0.0
3.0,0.5667660477218831,0.565,0.21625903999999996,0.0017660477218831572,0.0,0.0,0.0
3.1,0.5665099440543615,0.565,0.18598277439999997,0.001509944054361556,0.0,0.0,0.0
3.2,0.5601489850118899,0.565,0.15994518598399998,-0.004851014988110025,0.0,0.0,0.0
3.3000000000000003,0.5551008898925296,0.565,0.13755285994623997,-0.009899110107470355,0.0,0.0,0.0
3.4000000000000004,0.5505367411636971,0.565,0.11829545955376637,-0.01446325883630284,0.0,0.0,0.0
3.5,0.5514738908035468,0.565,0.10173409521623908,-0.01352610919645314,0.0,0.0,0.0
3.6,0.5547622722526442,0.565,0.0874913218859656,-0.010237727747355763,0.0,0.0,0.0
3.7,0.5549063977031854,0.565,0.07524253682193041,-0.010093602296814552,0.0,0.0,0.0
3.8000000000000003,0.553512498567658,0.565,0.06470858166686015,-0.011487501432341896,0.0,0.0,0.0
3.9000000000000004,0.5527976047904501,0.565,0.05564938023349973,-0.012202395209549799,0.0,0.0,0.0
4.0,0.5570348725284756,0.565,0.04785846700080977,-0.007965127471524336,0.0,0.0,0.0
4.1000000000000005,0.5617736890088141,0.565,0.0411582816206964,-0.0032263109911858656,0.0,0.0,0.0
4.2,0.5660581141267476,0.565,0.0353961221937989,0.0010581141267476113,0.0,0.0,0.0
4.3,0.5668388685268639,0.565,0.030440665086667054,0.0018388685268639904,0.0,0.0,0.0
4.4,0.5705664899278875,0.565,0.026178971974533668,0.005566489927887552,0.0,0.0,0.0
4.5,0.5740239830281233,0.565,0.022513915898098955,0.00902398302812335,0.0,0.0,0.0
4.6000000000000005,0.5778478587132069,0.565,0.019361967672365102,0.012847858713206928,0.0,0.0,0.0
4.7,0.5836474359093432,0.565,0.016651292198233986,0.018647435909343257,0.0,0.0,0.0
4.800000000000001,0.5874031171595974,0.565,0.014320111290481228,0.02240311715959742,0.0,0.0,0.0
4.9,0.5925055300075219,0.565,0.012315295709813856,0.027505530007521983,0.0,0.0,0.0
5.0,0.5956731190295899,0.565,0.010591154310439915,0.030673119029589913,0.0,0.0,0.0
5.1000000000000005,0.5994851825242805,0.565,0.34910839270697835,0.034485182524280567,1.0,0.0,0.0
5.2,0.5876784066931943,0.565,0.3002332177280014,0.02267840669319432,0.0,0.0,0.0
5.300000000000001,0.5726160436447328,0.565,0.2582005672460812,0.007616043644732895,0.0,0.0,0.0
5.4,0.563800942331064,0.565,0.22205248783162984,-0.00119905766893591,0.0,0.0,0.0
5.5,0.5567768681602591,0.565,0.19096513953520167,-0.008223131839740883,0.0,0.0,0.0
5.6000000000000005,0.5831562456707073,0.565,0.16423002000027342,0.018156245670707394,0.0,0.0,0.0
