time,temperature,T_ref,control,error,gP,gH,gS
0.0,0.5,0.58,0.0,-0.07999999999999996,-1.0,0.0,-1.0
0.1,0.49652886348962033,0.58,0.0,-0.08347113651037963,0.0,0.0,0.0
0.2,0.48939291274650365,0.58,0.0,-0.09060708725349631,0.0,0.0,0.0
0.30000000000000004,0.48817629233400417,0.58,0.0,-0.09182370766599579,0.0,0.0,0.0
0.4,0.4877893477609408,0.58,0.0,-0.09221065223905917,0.0,0.0,0.0
0.5,0.4789464749822569,0.58,0.0,-0.10105352501774306,0.0,0.0,0.0
0.6000000000000001,0.47268144124343087,0.58,0.0,-0.1073185587565691,0.0,0.0,0.0
0.7000000000000001,0.47121201653565864,0.58,0.0,-0.10878798346434132,0.0,0.0,0.0
0.8,0.4686820075300048,0.58,0.0,-0.11131799246999519,0.0,0.0,0.0
0.9,0.46737371282409285,0.58,0.0,-0.11262628717590711,0.0,0.0,0.0
1.0,0.46382049609370307,0.58,0.0,-0.11617950390629689,-1.0,0.0,0.0
1.1,0.46583789749543736,0.58,0.0,-0.1141621025045626,0.0,0.0,0.0
1.2000000000000002,0.46765209095149435,0.58,0.0,-0.11234790904850561,0.0,0.0,0.0
1.3,0.4674425214350292,0.58,0.0,-0.11255747856497078,0.0,0.0,0.0
1.4000000000000001,0.4706268042727096,0.58,0.0,-0.10937319572729037,0.0,0.0,0.0
1.5,0.47187659220969586,0.58,0.0,-0.1081234077903041,0.0,0.0,0.0
1.6,0.4692850218543374,0.58,0.0,-0.11071497814566256,0.0,0.0,0.0
1.7000000000000002,0.47070397361755384,0.58,0.0,-0.10929602638244612,0.0,0.0,0.0
1.8,0.468270822131938,0.58,0.0,-0.11172917786806197,0.0,0.0,0.0
1.9000000000000001,0.4716683355509614,0.58,0.0,-0.10833166444903858,0.0,0.0,0.0
2.0,0.4723150216483919,0.58,0.0,-0.10768497835160806,-1.0,-1.0,0.0
2.1,0.4727253591350063,0.58,0.0,-0.10727464086499366,0.0,0.0,0.0
2.2,0.4718274826836736,0.58,0.0,-0.10817251731632638,0.0,0.0,0.0
2.3000000000000003,0.4768838088328335,0.58,0.0,-0.10311619116716647,0.0,0.0,0.0
2.4000000000000004,0.47776232258355833,0.58,0.0,-0.10223767741644163,0.0,0.0,0.0
2.5,0.4779765956927933,0.58,0.0,-0.10202340430720663,0.0,0.0,0.0
2.6,0.47860900139420154,0.58,0.0,-0.10139099860579842,0.0,0.0,0.0
2.7,0.4820638925137278,0.58,0.0,-0.09793610748627218,0.0,0.0,0.0
2.8000000000000003,0.48504969124149955,0.58,0.0,-0.09495030875850041,0.0,0.0,0.0
2.9000000000000004,0.4882317364886886,0.58,0.0,-0.09176826351131134,0.0,0.0,0.0
3.0,0.4915128567321432,0.58,0.0,-0.08848714326785678,-1.0,0.0,0.0
3.1,0.4999664346466298,0.58,0.0,-0.08003356535337014,0.0,0.0,0.0
3.2,0.5005635388494337,0.58,0.0,-0.07943646115056624,0.0,0.0,0.0
3.3000000000000003,0.501014038798573,0.58,0.0,-0.07898596120142698,0.0,0.0,0.0
3.4000000000000004,0.5007379776084013,0.58,0.0,-0.07926202239159863,0.0,0.0,0.0
